"id","source","timestamp","weatherapi_location_name","weatherapi_location_country","weatherapi_location_localtime","weatherapi_current_temp_c","weatherapi_current_feelslike_c","weatherapi_current_humidity","weatherapi_current_wind_kph","weatherapi_current_condition_text","weatherapi_current_air_quality_co","weatherapi_current_air_quality_pm2_5","weatherapi_current_air_quality_pm10"
"1","WeatherAPI","2026-04-06T19:42:06+00:00","Moscow","Russia","2026-04-06 22:41","3.2","2.7","93","3.6","Overcast","587.85","39.55","44.75"
"2","CoinGecko","2026-04-06T19:42:06+00:00","","","","","","","","","","","","bitcoin","btc","Bitcoin","69785.0","1.397471871496E12","2505.99","3.72475","2026-04-06T19:40:36.674Z","","",""
"3","CoinGecko","2026-04-06T19:42:06+00:00","","","","","","","","","","","","ethereum","eth","Ethereum","2142.81","2.5874721623E11","84.26","4.09334","2026-04-06T19:40:37.336Z","40.05568044147556","btc","4005.568044147556"
"4","OpenExchangeRates","2026-04-06T19:42:07+00:00","","","","","","","","","","","","Usage subject to terms: https://openexchangerates.org/terms","https://openexchangerates.org/license","1775502000","USD","6.8826","0.866111","0.75542","80.15737"
"5","CoinGecko","2026-04-06T19:42:10+00:00","","","","","","","","","","","","bitcoin","btc","Bitcoin","69785.0","1.397471871496E12","2505.99","3.72475","2026-04-06T19:40:36.674Z","","",""
"6","CoinGecko","2026-04-06T19:42:10+00:00","","","","","","","","","","","","ethereum","eth","Ethereum","2142.81","2.5874721623E11","84.26","4.09334","2026-04-06T19:40:37.336Z","40.05568044147556","btc","4005.568044147556"
"7","WeatherAPI","2026-04-06T19:42:10+00:00","Moscow","Russia","2026-04-06 22:41","3.2","2.7","93","3.6","Overcast","587.85","39.55","44.75"
"8","OpenExchangeRates","2026-04-06T19:42:10+00:00","","","","","","","","","","","","Usage subject to terms: https://openexchangerates.org/terms","https://openexchangerates.org/license","1775502000","USD","6.8826","0.866111","0.75542","80.15737"
"9","CoinGecko","2026-04-06T19:42:14+00:00","","","","","","","","","","","","bitcoin","btc","Bitcoin","69785.0","1.397471871496E12","2505.99","3.72475","2026-04-06T19:40:36.674Z","","",""
"10","CoinGecko","2026-04-06T19:42:14+00:00","","","","","","","","","","","","ethereum","eth","Ethereum","2142.81","2.5874721623E11","84.26","4.09334","2026-04-06T19:40:37.336Z","40.05568044147556","btc","4005.568044147556"
"11","WeatherAPI","2026-04-06T19:42:14+00:00","Moscow","Russia","2026-04-06 22:41","3.2","2.7","93","3.6","Overcast","587.85","39.55","44.75"
"12","OpenExchangeRates","2026-04-06T19:42:14+00:00","","","","","","","","","","","","Usage subject to terms: https://openexchangerates.org/terms","https://openexchangerates.org/license","1775502000","USD","6.8826","0.866111","0.75542","80.15737"
